,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"lc_pred[1241, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1242, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1242, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1242, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1243, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1243, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1243, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1244, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1244, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1244, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1245, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1245, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1245, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1246, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1246, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1246, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1247, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1247, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1247, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1248, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1248, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1248, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1249, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1249, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1249, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1250, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1250, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1250, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1251, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1251, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1251, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1252, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1252, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1252, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1253, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1253, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1253, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1254, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1254, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1254, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1255, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1255, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1255, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1256, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1256, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1256, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1257, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1257, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1257, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1258, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1258, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1258, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1259, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1259, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1259, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1260, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1260, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1260, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1261, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1261, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1261, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1262, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1262, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1262, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1263, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1263, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1263, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1264, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1264, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1264, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1265, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1265, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1265, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1266, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1266, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1266, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1267, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1267, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1267, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1268, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1268, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1268, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1269, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1269, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1269, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1270, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1270, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1270, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1271, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1271, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1271, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1272, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1272, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1272, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1273, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1273, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1273, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1274, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1274, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1274, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1275, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1275, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1275, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1276, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1276, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1276, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1277, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1277, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1277, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1278, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1278, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1278, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1279, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1279, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1279, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1280, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1280, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1280, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1281, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1281, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1281, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1282, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1282, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1282, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1283, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1283, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1283, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1284, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1284, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1284, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1285, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1285, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1285, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1286, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1286, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1286, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1287, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1287, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1287, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1288, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1288, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1288, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1289, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1289, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1289, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1290, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1290, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1290, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1291, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1291, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1291, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1292, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1292, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1292, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1293, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1293, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1293, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1294, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1294, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1294, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1295, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1295, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1295, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1296, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1296, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1296, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1297, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1297, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1297, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1298, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1298, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1298, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1299, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1299, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1299, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1300, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1300, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1300, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1301, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1301, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1301, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1302, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1302, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1302, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1303, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1303, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1303, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1304, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1304, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1304, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1305, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1305, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1305, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1306, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1306, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1306, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1307, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1307, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1307, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1308, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1308, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1308, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1309, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1309, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1309, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1310, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1310, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1310, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1311, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1311, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1311, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1312, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1312, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1312, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1313, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1313, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1313, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1314, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1314, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1314, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1315, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1315, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1315, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1316, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1316, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1316, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1317, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1317, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1317, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1318, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1318, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1318, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1319, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1319, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1319, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1320, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1320, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1320, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1321, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1321, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1321, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1322, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1322, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1322, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1323, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1323, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1323, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1324, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1324, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1324, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1325, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1325, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1325, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1326, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1326, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1326, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1327, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1327, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1327, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1328, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1328, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1328, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1329, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1329, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1329, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1330, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1330, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1330, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
