,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"lc_pred[1155, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1155, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1155, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1156, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1156, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1156, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1157, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1157, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1157, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1158, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1158, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1158, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1159, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1159, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1159, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1160, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1160, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1160, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1161, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1161, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1161, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1162, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1162, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1162, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1163, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1163, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1163, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1164, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1164, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1164, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1165, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1165, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1165, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1166, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1166, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1166, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1167, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1167, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1167, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1168, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1168, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1168, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1169, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1169, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1169, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1170, 0, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,13510.00,14699.00,1.00
"lc_pred[1170, 1, 0]",-0.00,0.00,0.00,0.00,0.00,0.00,19351.00,19086.00,1.00
"lc_pred[1170, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1171, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21350.00,15268.00,1.00
"lc_pred[1171, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1171, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1172, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21004.00,16101.00,1.00
"lc_pred[1172, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1172, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1173, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,18337.00,14270.00,1.00
"lc_pred[1173, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1173, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1174, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21522.00,15873.00,1.00
"lc_pred[1174, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1174, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1175, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23258.00,16314.00,1.00
"lc_pred[1175, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1175, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1176, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23817.00,16152.00,1.00
"lc_pred[1176, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1176, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1177, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24039.00,16809.00,1.00
"lc_pred[1177, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1177, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1178, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24427.00,17376.00,1.00
"lc_pred[1178, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1178, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1179, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25031.00,17455.00,1.00
"lc_pred[1179, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1179, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1180, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25876.00,17529.00,1.00
"lc_pred[1180, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1180, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1181, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25789.00,17560.00,1.00
"lc_pred[1181, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1181, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1182, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25399.00,17515.00,1.00
"lc_pred[1182, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1182, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1183, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24824.00,17042.00,1.00
"lc_pred[1183, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1183, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1184, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24203.00,16599.00,1.00
"lc_pred[1184, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1184, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1185, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23626.00,16241.00,1.00
"lc_pred[1185, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1185, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1186, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23141.00,15828.00,1.00
"lc_pred[1186, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1186, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1187, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22796.00,15563.00,1.00
"lc_pred[1187, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1187, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1188, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22593.00,15510.00,1.00
"lc_pred[1188, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1188, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1189, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22641.00,15411.00,1.00
"lc_pred[1189, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1189, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1190, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22898.00,15962.00,1.00
"lc_pred[1190, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1190, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1191, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23288.00,15409.00,1.00
"lc_pred[1191, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1191, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1192, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23799.00,15879.00,1.00
"lc_pred[1192, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1192, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1193, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24392.00,16368.00,1.00
"lc_pred[1193, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1193, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1194, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24985.00,17387.00,1.00
"lc_pred[1194, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1194, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1195, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25446.00,17584.00,1.00
"lc_pred[1195, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1195, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1196, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25639.00,17725.00,1.00
"lc_pred[1196, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1196, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1197, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25413.00,17117.00,1.00
"lc_pred[1197, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1197, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1198, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24795.00,16994.00,1.00
"lc_pred[1198, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1198, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1199, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23984.00,16994.00,1.00
"lc_pred[1199, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1199, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1200, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23318.00,16719.00,1.00
"lc_pred[1200, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1200, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1201, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23061.00,16635.00,1.00
"lc_pred[1201, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1201, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1202, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23128.00,15903.00,1.00
"lc_pred[1202, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1202, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1203, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22979.00,16708.00,1.00
"lc_pred[1203, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1203, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1204, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22226.00,15792.00,1.00
"lc_pred[1204, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1204, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1205, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,20780.00,14650.00,1.00
"lc_pred[1205, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1205, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1206, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,14011.00,12149.00,1.00
"lc_pred[1206, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1206, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1207, 0, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24253.00,15673.00,1.00
"lc_pred[1207, 1, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"lc_pred[1207, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1208, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1208, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1208, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1209, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1209, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1209, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1210, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1210, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1210, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1211, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1211, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1211, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1212, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1212, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1212, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1213, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1213, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1213, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1214, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1214, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1214, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1215, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1215, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1215, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1216, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1216, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1216, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1217, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1217, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1217, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1218, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1218, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1218, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1219, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1219, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1219, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1220, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1220, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1220, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1221, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1221, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1221, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1222, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1222, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1222, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1223, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1223, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1223, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1224, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1224, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1224, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1225, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1225, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1225, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1226, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1226, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1226, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1227, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1227, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1227, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1228, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1228, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1228, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1229, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1229, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1229, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1230, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1230, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1230, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1231, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1231, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1231, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1232, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1232, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1232, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1233, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1233, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1233, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1234, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1234, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1234, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1235, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1235, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1235, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1236, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1236, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1236, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1237, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1237, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1237, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1238, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1238, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1238, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1239, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1239, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1239, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1240, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1240, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1240, 2, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1241, 0, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"lc_pred[1241, 1, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
